source,system,domain,protocol,protocol_value,x_name,x,obs_name,obs
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.72,distance_to_equilibrium_D,0.875000023841857
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.73,distance_to_equilibrium_D,0.873611140251159
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.74,distance_to_equilibrium_D,0.868055605888366
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.75,distance_to_equilibrium_D,0.866468238830566
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.76,distance_to_equilibrium_D,0.869642901420593
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.77,distance_to_equilibrium_D,0.866468238830566
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.78,distance_to_equilibrium_D,0.867460298538207
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.79,distance_to_equilibrium_D,0.864087295532226
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.8,distance_to_equilibrium_D,0.861706352233886
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.81,distance_to_equilibrium_D,0.862301588058471
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.82,distance_to_equilibrium_D,0.862103176116943
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.83,distance_to_equilibrium_D,0.852777814865112
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.84,distance_to_equilibrium_D,0.852182579040527
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.85,distance_to_equilibrium_D,0.852777814865112
Kumar2022_PNAS,colloid_optical_trap,classical,T0_initial_temp,1e-05,time_ms,1.86,distance_to_equilibrium_D,0.845039677619934
