t,0.0006666667,0.002,0.003333333,0.004666667,0.006,0.007333333,0.008666667,0.01,0.01133333,0.01266667,0.014,0.01533333,0.01666667,0.018,0.01933333,0.02066667,0.022,0.02333333,0.02466667,0.026,0.02733333,0.02866667,0.03,0.03133333,0.03266667,0.034,0.03533333,0.03666667,0.038,0.03933333,0.04066667,0.042,0.04333333,0.04466667,0.046,0.04733333,0.04866667,0.05,0.05133333,0.05266667,0.054,0.05533333,0.05666667,0.058,0.05933333,0.06066667,0.062,0.06333333,0.06466667,0.066,0.06733333,0.06866667,0.07,0.07133333,0.07266667,0.074,0.07533333,0.07666667,0.078,0.07933333
90,58.2855,59.12885,60.00349,60.91276,61.83254,62.76296,63.70413,64.65619,65.61926,66.59346,67.57893,68.57579,69.58413,70.60406,71.63563,72.67886,73.73365,74.79982,75.87695,76.96438,78.06107,79.16544,80.2753,81.38765,82.49851,83.60288,84.69458,85.76634,86.80986,87.8161,88.77559,89.67894,90.51737,91.28334,91.97105,92.57691,93.09987,93.54147,93.90569,94.19869,94.42823,94.60307,94.73236,94.82503,94.88929,94.93234,94.96014,94.97741,94.98772,94.99361,94.99683,94.9985,94.99933,94.99972,94.99989,94.99996,94.99999,95,95,95
100,55.01672,55.82536,56.66412,57.53593,58.41783,59.30994,60.21237,61.12526,62.04871,62.98287,63.92784,64.88376,65.85075,66.82894,67.81843,68.81933,69.83174,70.85569,71.89118,72.93813,73.99633,75.0654,76.1447,77.23326,78.32967,79.43196,80.53748,81.64276,82.74344,83.83416,84.90863,85.9596,86.9791,87.95868,88.88975,89.76401,90.57393,91.31321,91.97721,92.56331,93.07106,93.50222,93.86065,94.15198,94.38322,94.56221,94.69716,94.79612,94.86662,94.91533,94.94794,94.96904,94.98223,94.99017,94.99478,94.99734,94.9987,94.9994,94.99973,94.99988
110,51.87909,52.65432,53.45857,54.29435,55.13982,55.99508,56.86026,57.73547,58.62083,59.51645,60.42246,61.33899,62.26614,63.20406,64.15285,65.11265,66.08358,67.06574,68.05923,69.06413,70.08049,71.1083,72.14747,73.1978,74.25892,75.33024,76.41087,77.49955,78.59451,79.6934,80.79318,81.89003,82.97928,84.05541,85.11207,86.14221,87.13825,88.09235,88.99673,89.84408,90.6279,91.34294,91.98549,92.55366,93.04747,93.46884,93.82149,94.11065,94.34268,94.52471,94.66417,94.76839,94.84427,94.89805,94.9351,94.95988,94.97596,94.98604,94.99215,94.9955
120,48.8678,49.61091,50.38195,51.18308,51.99351,52.81335,53.6427,54.48168,55.3304,56.18898,57.05752,57.93615,58.82499,59.72416,60.63378,61.55396,62.48484,63.42654,64.37917,65.34286,66.31771,67.30381,68.30125,69.31006,70.33023,71.36168,72.40421,73.45748,74.52096,75.59382,76.67493,77.76272,78.8551,79.94939,81.04222,82.1295,83.20637,84.26723,85.3058,86.31529,87.28854,88.21832,89.09762,89.91995,90.67974,91.3726,91.99557,92.54733,93.02826,93.44041,93.78735,94.07397,94.30612,94.49032,94.63336,94.74195,94.82248,94.88073,94.92151,94.94719
130,45.97824,46.69044,47.42953,48.19735,48.9741,49.75987,50.55477,51.35891,52.1724,52.99535,53.82787,54.67007,55.52207,56.38398,57.25591,58.13799,59.03034,59.93307,60.84631,61.77019,62.70481,63.6503,64.60678,65.57434,66.55309,67.5431,68.54439,69.55697,70.58076,71.61556,72.66108,73.71681,74.78203,75.8557,76.93642,78.02234,79.11108,80.19968,81.28452,82.36131,83.42508,84.47024,85.49065,86.47981,87.43101,88.3376,89.19326,89.99227,90.72982,91.40223,92.00718,92.5438,93.01276,93.41618,93.75751,94.04133,94.27304,94.45843,94.60232,94.70148
140,43.2059,43.88838,44.59675,45.33254,46.07689,46.82991,47.5917,48.36235,49.14197,49.93067,50.72855,51.53572,52.3523,53.17838,54.01409,54.85953,55.71483,56.58009,57.45544,58.34099,59.23687,60.14319,61.06008,61.98766,62.92603,63.87533,64.83564,65.80706,66.78967,67.78349,68.78852,69.8047,70.83184,71.86968,72.91776,73.97542,75.04174,76.11546,77.19493,78.27806,79.3622,80.44417,81.52014,82.58569,83.63583,84.66503,85.66735,86.63659,87.56651,88.45099,89.28434,90.06153,90.77838,91.43185,92.0201,92.54265,93.00024,93.3943,93.72362,93.96534
150,40.54644,41.20034,41.87917,42.58417,43.29739,44.01892,44.74887,45.48732,46.23439,46.99016,47.75474,48.52825,49.31077,50.10242,50.9033,51.71352,52.5332,53.36244,54.20136,55.05007,55.90869,56.77733,57.65612,58.54517,59.4446,60.35453,61.27508,62.20637,63.14851,64.10159,65.06572,66.04096,67.02734,68.02488,69.03349,70.05304,71.08326,72.12376,73.17394,74.23296,75.29972,76.37274,77.45016,78.52962,79.6083,80.68279,81.74916,82.80291,83.83905,84.85218,85.83657,86.78638,87.69577,88.55915,89.3714,90.12801,90.8251,91.45837,92.01663,92.44509
160,37.99568,38.6221,39.27252,39.94792,40.63122,41.32249,42.02183,42.72933,43.4451,44.16923,44.90181,45.64294,46.39273,47.15128,47.91869,48.69506,49.4805,50.27512,51.07902,51.89232,52.71512,53.54754,54.38969,55.24169,56.10366,56.9757,57.85795,58.75051,59.65352,60.56707,61.4913,62.42631,63.3722,64.32907,65.29697,66.27596,67.26603,68.26713,69.27913,70.3018,71.33477,72.37752,73.4293,74.48912,75.55566,76.62726,77.70183,78.77685,79.84928,80.91559,81.97175,83.01325,84.03515,85.03219,85.99888,86.92961,87.8184,88.65716,89.42521,90.03361
170,35.54953,36.14954,36.77265,37.41961,38.07415,38.73633,39.40626,40.08402,40.76971,41.46342,42.16524,42.87527,43.5936,44.32034,45.05557,45.79941,46.55194,47.31328,48.08353,48.86279,49.65117,50.44878,51.25572,52.07212,52.89807,53.73369,54.5791,55.43441,56.29974,57.17521,58.06094,58.95704,59.86363,60.78083,61.70874,62.64746,63.59709,64.5577,65.52932,66.51197,67.5056,68.5101,69.52526,70.55076,71.58613,72.6307,73.68358,74.7436,75.80928,76.87875,77.94976,79.0196,80.0851,81.14262,82.18804,83.21672,84.22302,85.19768,86.11387,86.8558
180,33.20408,33.7787,34.37556,34.9952,35.62209,36.25633,36.89799,37.54718,38.20396,38.86844,39.5407,40.22084,40.90894,41.6051,42.30942,43.02199,43.7429,44.47226,45.21017,45.95672,46.71202,47.47618,48.24929,49.03146,49.8228,50.62341,51.43342,52.25293,53.08205,53.92089,54.76958,55.62823,56.49695,57.37587,58.26509,59.16474,60.07494,60.99578,61.92737,62.86979,63.82313,64.78743,65.76269,66.74889,67.74593,68.75363,69.7717,70.79973,71.8371,72.88304,73.9365,74.99615,76.06033,77.12701,78.19372,79.25744,80.31389,81.35435,82.34935,83.16721
